0	1	1687879244754
1	2	1687879248197
2	3	1687879248380
3	4	1687879248390
4	5	1687879248232
5	6	1687879248551
6	7	1687879248353
7	8	1687879248468
8	9	1687879248728
9	10	1687879248773
10	11	1687879248587
11	12	1687879251585
12	13	1687879249281
13	14	1687879248572
14	15	1687879248735
15	16	1687879253093
16	17	1687879253156
17	18	1687879253322
18	19	1687879253419
19	20	1687879253454
20	21	1687879253383
21	22	1687879253315
22	23	1687879253554
23	24	1687879253580
24	25	1687879253685
25	26	1687879253601
26	27	1687879253468
27	28	1687879256582
28	29	1687879256704
29	30	1687879256674
30	31	1687879256717
31	32	1687879256764
32	33	1687879256608
33	34	1687879256013
34	35	1687879256772
35	36	1687879257007
36	37	1687879256790
37	38	1687879257081
37	39	1687879257201
38	40	1687879257835
39	41	1687879258269
40	42	1687879258502
41	43	1687879257223
42	44	1687879258405
43	45	1687879258311
44	46	1687879258552
45	47	1687879258534
46	48	1687879258530
47	49	1687879258618
48	50	1687879258724
49	51	1687879258737
50	52	1687879258964
51	53	1687879261674
52	54	1687879258870
53	55	1687879261966
53	56	1687879262103
54	57	1687879263622
55	58	1687879264168
56	59	1687879264018
57	60	1687879264284
58	61	1687879264352
59	62	1687879264474
60	63	1687879264517
61	64	1687879260455
62	65	1687879264468
63	66	1687879264523
64	67	1687879264670
65	68	1687879264738
66	69	1687879264511
67	70	1687879264758
68	71	1687879264934
69	72	1687879264752
70	73	1687879264937
71	74	1687879264920
72	75	1687879264831
73	76	1687879264867
74	77	1687879265220
75	78	1687879264997
76	79	1687879264970
77	80	1687879265228
78	81	1687879265300
79	82	1687879265685
80	83	1687879265375
81	84	1687879266054
82	85	1687879265054
83	86	1687879266018
84	87	1687879266150
85	88	1687879266949
86	89	1687879267050
86	90	1687879267162
87	91	1687879266783
88	92	1687879267268
89	93	1687879266281
90	94	1687879266168
91	95	1687879267347
92	96	1687879267349
93	97	1687879267504
94	98	1687879267385
95	99	1687879267525
96	100	1687879267388
97	101	1687879267794
97	102	1687879267749
98	103	1687879268199
99	104	1687879267895
100	105	1687879268132
101	106	1687879267888
102	107	1687879268636
103	108	1687879268963
104	109	1687879268497
105	110	1687879269419
106	111	1687879268665
107	112	1687879269560
108	113	1687879269604
109	114	1687879269614
110	115	1687879269496
111	116	1687879269585
112	117	1687879269611
113	118	1687879269654
114	119	1687879269802
115	120	1687879269648
116	121	1687879269799
117	122	1687879269902
118	123	1687879270238
119	124	1687879270163
120	125	1687879270260
121	126	1687879269701
122	127	1687879270763
123	128	1687879270422
124	129	1687879271802
125	130	1687879270528
126	131	1687879271803
127	132	1687879273099
128	133	1687879272541
129	134	1687879273143
130	135	1687879273473
131	136	1687879273750
132	137	1687879274226
133	138	1687879273141
134	139	1687879274290
135	140	1687879271687
136	141	1687879271454
137	142	1687879274375
138	143	1687879274312
139	144	1687879274407
140	145	1687879274900
141	146	1687879274725
142	147	1687879275236
143	148	1687879274969
144	149	1687879275276
145	150	1687879275265
146	151	1687879275247
147	152	1687879275392
148	153	1687879275171
149	154	1687879275541
150	155	1687879274604
151	156	1687879275380
152	157	1687879275630
153	158	1687879275717
154	159	1687879275380
155	160	1687879275725
156	161	1687879276432
157	162	1687879276463
158	163	1687879276616
159	164	1687879275881
160	165	1687879276673
161	166	1687879276820
162	167	1687879276660
163	168	1687879276710
164	169	1687879276911
165	170	1687879276932
166	171	1687879277011
166	172	1687879277013
167	173	1687879277092
168	174	1687879277112
169	175	1687879276936
170	176	1687879276900
171	177	1687879277094
172	178	1687879276625
173	179	1687879277117
174	180	1687879277208
175	181	1687879277183
176	182	1687879277281
177	183	1687879277298
178	184	1687879277130
179	185	1687879277173
180	186	1687879277557
181	187	1687879277222
182	188	1687879277477
183	189	1687879277290
184	190	1687879277467
185	191	1687879277466
186	192	1687879277261
187	193	1687879277358
188	194	1687879278063
189	195	1687879277345
190	196	1687879278064
191	197	1687879278063
192	198	1687879278062
193	199	1687879278063
194	200	1687879278062
195	201	1687879278062
196	202	1687879278064
197	203	1687879277746
198	204	1687879278514
199	205	1687879277659
200	206	1687879278041
201	207	1687879277669
202	208	1687879277708
203	209	1687879277627
204	210	1687879277623
205	211	1687879278615
206	212	1687879278497
207	213	1687879278613
208	214	1687879278328
209	215	1687879278387
210	216	1687879278307
211	217	1687879278480
212	218	1687879278293
213	219	1687879278290
214	220	1687879278211
215	221	1687879278445
216	222	1687879278827
217	223	1687879278769
218	224	1687879278661
218	225	1687879278763
219	226	1687879279076
220	227	1687879278662
221	228	1687879279077
222	229	1687879278942
223	230	1687879279758
224	231	1687879279531
225	232	1687879279311
226	233	1687879279629
227	234	1687879280044
228	235	1687879281809
229	236	1687879283116
230	237	1687879280158
231	238	1687879280140
232	239	1687879279798
